0.5	1.03559
0.75	0.993494
1	0.889545
1.25	0.763407
1.5	0.653285
1.75	0.58384
2	0.564061
2.25	0.589343
2.5	0.645366
2.75	0.712558
3	0.770456
3.25	0.801474
3.5	0.79372
3.75	0.742656
4	0.6515
4.25	0.530424
4.5	0.394753
4.75	0.262456
5	0.151339
5.25	0.0763374
5.5	0.0473081
5.75	0.0676154
6	0.133701
6.25	0.235667
6.5	0.358762
6.75	0.485528
7	0.598285
7.25	0.681583
7.5	0.724278
7.75	0.720943
8	0.672447
8.25	0.585643
8.5	0.472248
8.75	0.347109
9	0.226103
9.25	0.124005
9.5	0.0525831
9.75	0.0192019
10	0.0260661
10.25	0.0701915
10.5	0.144055
10.75	0.2368
11	0.335801
11.25	0.428364
11.5	0.503325
11.75	0.552347
12	0.570772
12.25	0.557953
12.5	0.517051
12.75	0.454375
13	0.378382
13.25	0.29849
13.5	0.223861
13.75	0.162323
14	0.119542
14.25	0.0985223
14.5	0.0994782
14.75	0.120048
15	0.1558
15.25	0.200932
15.5	0.249077
15.75	0.294092
16	0.330747
16.25	0.355239
16.5	0.365493
16.75	0.361224
17	0.343798
17.25	0.315909
17.5	0.281138
17.75	0.243464
18	0.206779
18.25	0.174459
18.5	0.149051
18.75	0.132081
19	0.123994
19.25	0.124231
19.5	0.131399
19.75	0.143517
20	0.1583
20.25	0.173436
20.5	0.186843
20.75	0.196864
21	0.202393
21.25	0.20293
21.5	0.198559
21.75	0.189873
22	0.177847
22.25	0.163692
22.5	0.148698
22.75	0.134091
23	0.120912
23.25	0.109935
23.5	0.101617
23.75	0.0960967
24	0.0932152
24.25	0.0925744
24.5	0.0936078
24.75	0.0956595
25	0.098063
25.25	0.10021
25.5	0.101604
25.75	0.101896
26	0.100896
26.25	0.0985784
26.5	0.0950541
26.75	0.0905466
27	0.0853523
27.25	0.079802
27.5	0.0742233
27.75	0.0689088
28	0.0640924
28.25	0.0599339
28.5	0.0565141
28.75	0.0538377
29	0.0518437
29.25	0.0504202
29.5	0.0494228
29.75	0.048693
30	0.0480751
30.25	0.047431
30.5	0.0466507
30.75	0.0456584
31	0.0444144
31.25	0.0429141
31.5	0.0411827
31.75	0.0392682
32	0.0372339
32.25	0.03515
32.5	0.0330855
32.75	0.0311022
33	0.0292498
33.25	0.0275628
33.5	0.0260596
33.75	0.0247431
34	0.0236027
34.25	0.022617
34.5	0.0217577
34.75	0.0209927
35	0.0202899
35.25	0.0196198
35.5	0.0189577
35.75	0.0182852
36	0.0175905
36.25	0.0168689
36.5	0.0161216
36.75	0.0153547
37	0.014578
37.25	0.0138032
37.5	0.0130427
37.75	0.0123078
38	0.0116084
38.25	0.0109515
38.5	0.0103415
38.75	0.00978005
39	0.00926595
39.25	0.00879611
39.5	0.00836587
39.75	0.00796965
40	0.00760153
